crack.jpg,crack,0.99600387
crack.jpg,efflorescene,0.055054188
crack.jpg,spalling,0.011231154
crack.jpg,scaling,0.011156768
crack.jpg,exposure,0.008010536

efflorescence.jpg,efflorescene,0.82770646
efflorescence.jpg,crack,0.45109704
efflorescence.jpg,scaling,0.077952534
efflorescence.jpg,spalling,0.008001864
efflorescence.jpg,exposure,0.0018764138

exposure.png,efflorescene,0.6869916
exposure.png,exposure,0.5248082
exposure.png,spalling,0.5072939
exposure.png,scaling,0.176575
exposure.png,crack,0.016267419

scaling.png,scaling,0.9971626
scaling.png,crack,0.17303056
scaling.png,efflorescene,0.005689442
scaling.png,exposure,0.000790745
scaling.png,spalling,0.0007689297

spalling.png,scaling,0.6976954
spalling.png,spalling,0.13354877
spalling.png,crack,0.078452766
spalling.png,exposure,0.06466475
spalling.png,efflorescene,0.047447115

